Station Map ID,USGS Station Name,USGS Station Number,Date,Sample Type,Data References,Common name,Order ,Family,Sample Size,Total Sample Weight (g),Moisture (percent),"Total mercury, Wet (micrograms/g)","Methylmercury, Wet (micrograms/g)",MeHg/THg (percent),Age
BR-63,TOM JERRY MINE DRAINAGE POND NR NEVADA CITY CA,3.91628E+14,7/30/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,3,2.91,84.1,0.021,0.0181,85.7,Immature
BR-63,TOM JERRY MINE DRAINAGE POND NR NEVADA CITY CA,3.91628E+14,7/30/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,20,1.25,59.4,0.058,0.056,96.5,Adult
BR-63,TOM JERRY MINE DRAINAGE POND NR NEVADA CITY CA,3.91628E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,4,2.62,83,0.016,0.014,90,Immature
BR-63,TOM JERRY MINE DRAINAGE POND NR NEVADA CITY CA,3.91628E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,3,2.49,78.2,0.019,0.018,97,Immature
BR-63,TOM JERRY MINE DRAINAGE POND NR NEVADA CITY CA,3.91628E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Darner Dragonflies,Odonata,Aeshnidae,5,1.47,82.4,0.021,0.022,106,Immature
BR-63,TOM JERRY MINE DRAINAGE POND NR NEVADA CITY CA,3.91628E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,3,3.03,87.1,0.019,0.022,115,Immature
BR-63,TOM JERRY MINE DRAINAGE POND NR NEVADA CITY CA,3.91628E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,30,1.07,50.9,0.07,0.055,78,Adult
BR-63,TOM JERRY MINE DRAINAGE POND NR NEVADA CITY CA,3.91628E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,16,1.03,54.5,0.066,0.066,99,Adult
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,7/30/2002,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,1,3.57,68.5,0.275,0.1755,63.7,Immature
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,7/30/2002,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,1,0.72,73.2,0.02,0.0244,124.3,Immature
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,7/30/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,1,1.27,78.1,0.263,0.2475,94.2,Immature
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,7/30/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.37,66.2,0.1,0.0879,87.5,Adult
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,8/23/2000,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,1,1.44,73.4,ND,0.047,ND,Immature
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,8/23/2000,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,4,1.76,82.2,ND,0.18,ND,Immature
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,3,1.84,83.8,0.29,0.31,107,Immature
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,5,0.87,84.2,0.34,0.41,120,Immature
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,3,2.33,84.3,0.033,0.036,108,Immature
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,8/23/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,20,1.88,53.5,ND,0.18,ND,Adult
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,8/23/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,9,0.63,55.5,ND,0.041,ND,Adult
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,13,1.16,57.6,0.18,0.11,61,Adult
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,15,1.01,49.9,0.12,0.083,69,Adult
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,8/23/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,22,1.22,64.3,ND,0.13,ND,Adult
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,8/23/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,30,1.86,65.8,ND,0.073,ND,Adult
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,17,1.13,53.8,0.25,0.31,127,Adult
BR-66,TOM JERRY MINE DR A TUNNEL OUTLET NR NEVADA CITY,3.91627E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.64,57.2,0.09,0.064,71,Adult
BR-67,TOM JERRY MINE DR A TUNNEL INLET NR NEVADA CITY CA,3.91627E+14,7/30/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,3,3.4,83.1,0.058,0.0588,100.6,Immature
BR-67,TOM JERRY MINE DR A TUNNEL INLET NR NEVADA CITY CA,3.91627E+14,7/30/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.45,58.4,0.086,0.0928,107.7,Adult
BR-67,TOM JERRY MINE DR A TUNNEL INLET NR NEVADA CITY CA,3.91627E+14,7/30/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,24,1.36,63.1,0.079,0.0889,113.1,Adult
BR-67,TOM JERRY MINE DR A TUNNEL INLET NR NEVADA CITY CA,3.91627E+14,8/23/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,41.66,87.9,ND,0.015,ND,ND
BR-67,TOM JERRY MINE DR A TUNNEL INLET NR NEVADA CITY CA,3.91627E+14,8/23/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,34.86,85.9,ND,0.0036,ND,ND
BR-67,TOM JERRY MINE DR A TUNNEL INLET NR NEVADA CITY CA,3.91627E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,40.9,82,ND,0.0076,ND,ND
BR-67,TOM JERRY MINE DR A TUNNEL INLET NR NEVADA CITY CA,3.91627E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,43.56,88.2,ND,0.017,ND,ND
BR-69,SAILOR FLAT MINE MAIN DR GULCH 01 NR QUAKER HILL,3.9162E+14,8/24/1999,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,25,1.76,51.7,0.039,0.032,83,Adult
BR-69,SAILOR FLAT MINE MAIN DR GULCH 01 NR QUAKER HILL,3.9162E+14,8/24/1999,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,22,1.41,53.8,ND,0.089,ND,Adult
BR-69,SAILOR FLAT MINE MAIN DR GULCH 01 NR QUAKER HILL,3.9162E+14,8/24/1999,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,21,1.31,56.8,ND,0.075,ND,Adult
BR-70,STARR PIT POND NR GRASS VALLEY CA,3.91327E+14,8/12/1999,Environmental,https://doi.org/10.3133/sir20045251,Darner Dragonflies,Odonata,Aeshnidae,2,1.83,86.4,ND,0.011,ND,Immature
BR-70,STARR PIT POND NR GRASS VALLEY CA,3.91327E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Darner Dragonflies,Odonata,Aeshnidae,6,4.32,79.1,ND,0.015,ND,Immature
BR-70,STARR PIT POND NR GRASS VALLEY CA,3.91327E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Darner Dragonflies,Odonata,Aeshnidae,16,1.72,82.8,ND,0.015,ND,Immature
BR-70,STARR PIT POND NR GRASS VALLEY CA,3.91327E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Skimmer Dragonflies,Odonata,Libellulidae,5,2.4,85.5,ND,0.013,ND,Immature
BR-70,STARR PIT POND NR GRASS VALLEY CA,3.91327E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,11,2.29,62.6,ND,0.23,ND,Adult
BR-70,STARR PIT POND NR GRASS VALLEY CA,3.91327E+14,8/12/1999,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,15,0.58,51.7,ND,0.1,ND,Adult
BR-70,STARR PIT POND NR GRASS VALLEY CA,3.91327E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,35,0.98,63.9,ND,0.1,ND,Adult
BR-73,STARR MINE TUNNEL OUTLET NR GRASS VALLEY CA,3.9133E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,2,52.97,81.5,ND,0.0052,ND,ND
BR-73,STARR MINE TUNNEL OUTLET NR GRASS VALLEY CA,3.9133E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,3,2.1,85,ND,0.042,ND,Immature
BR-73,STARR MINE TUNNEL OUTLET NR GRASS VALLEY CA,3.9133E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,9,0.48,57.5,ND,0.1,ND,Adult
BR-78,POLAR STAR MINE TUNNEL DISCHARGE NR DUTCH FLAT CA,3.91247E+14,9/20/1999,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,3,45.06,84.6,ND,0.0134,ND,ND
BR-78,POLAR STAR MINE TUNNEL DISCHARGE NR DUTCH FLAT CA,3.91247E+14,9/30/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,15,0.82,60,ND,0.1692,ND,Adult
BR-08,BEAR R A PLEASANT GROVE RD NR SHERIDAN CA,3.85904E+14,10/6/2000,Environmental,NP,Skimmer Dragonflies,Odonata,Libellulidae,20,3.3,82,ND,0.1453,ND,Immature
BR-08,BEAR R A PLEASANT GROVE RD NR SHERIDAN CA,3.85904E+14,10/19/2001,Environmental,NP,Skimmer Dragonflies,Odonata,Libellulidae,16,2.32,81.5,0.095,0.1032,108.6,Immature
BR-08,BEAR R A PLEASANT GROVE RD NR SHERIDAN CA,3.85904E+14,10/1/1999,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,10,2.12,65.2,ND,0.033,ND,Immature
BR-08,BEAR R A PLEASANT GROVE RD NR SHERIDAN CA,3.85904E+14,10/6/2000,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,15,3.58,72.4,ND,0.0673,ND,Adult
BR-08,BEAR R A PLEASANT GROVE RD NR SHERIDAN CA,3.85904E+14,10/19/2001,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,15,3.43,69.3,0.032,0.0296,92.7,Adult
BR-08,BEAR R A PLEASANT GROVE RD NR SHERIDAN CA,3.85904E+14,10/1/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,22,0.69,49.8,ND,0.0803,ND,Adult
BR-08,BEAR R A PLEASANT GROVE RD NR SHERIDAN CA,3.85904E+14,10/6/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,28,0.86,59.1,ND,0.0667,ND,Adult
BR-08,BEAR R A PLEASANT GROVE RD NR SHERIDAN CA,3.85904E+14,10/19/2001,Environmental,NP,Water striders,Hemiptera,Gerridae,12,0.43,51.2,0.292,0.2079,71.1,Adult
BR-80,NF STEEPHOLLOW C NR BLUE CYN CA,3.91642E+14,8/25/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,2.77,73.1,ND,0.1245,ND,Immature
BR-80,NF STEEPHOLLOW C NR BLUE CYN CA,3.91642E+14,8/25/1999,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,2,1.92,76,ND,0.049,ND,Immature
BR-80,NF STEEPHOLLOW C NR BLUE CYN CA,3.91642E+14,8/25/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,12,2.28,75.6,ND,0.0529,ND,Immature
BR-80,NF STEEPHOLLOW C NR BLUE CYN CA,3.91642E+14,8/25/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,27,1.38,59.6,ND,0.0679,ND,Adult
BR-90,SOUTHERN CROSS MINE TUNNEL DISCHARGE NR DUTCH FLAT,3.91241E+14,9/30/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,15,0.78,56.3,ND,0.0734,ND,Adult
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/20/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,2.01,78.6,ND,0.0556,ND,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/12/2000,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,1,1.65,69.2,0.173,0.1537,88.6,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,10/17/2001,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,2,1.55,75.5,0.124,0.1073,86.7,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,7/22/2002,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,4.1,71.4,0.1,0.0724,72.7,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/20/1999,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,3,3.28,84.5,ND,0.0561,ND,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/12/2000,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,16,1.52,81.3,0.05,0.0531,106,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,10/17/2001,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,10,2.63,82.2,0.069,0.0635,91.5,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,10/17/2001,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,2,2.13,86.3,0.038,0.0388,102.5,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,10/17/2001,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,4,1.06,75.1,0.093,0.0919,98.7,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,7/22/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,3,1.7,78.9,0.067,0.0599,89.9,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,7/22/2002,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,4,0.6,67.8,0.093,0.0766,82.6,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/12/2000,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,1,3.61,74,ND,0.1711,ND,Adult
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/20/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,11,1.77,76.1,0.078,0.0875,112.6,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/12/2000,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,5,1.05,70.7,ND,0.0984,ND,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/12/2000,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,20,2.67,77.3,ND,0.077,ND,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,10/17/2001,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,5,1.16,76.6,0.125,0.1196,95.9,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,7/22/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,7,1.2,69.9,0.121,0.1132,93.3,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,7/22/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,15,1.3,74.3,0.105,0.1056,100.5,Immature
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/20/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,21,1.2,63.4,ND,0.0856,ND,Adult
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,9/12/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,30,1.62,68.9,ND,0.1042,ND,Adult
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,10/17/2001,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.26,58.9,0.204,0.1504,73.8,Adult
BR-91,STEEPHOLLOW C A LOWELL HILL BRDG NR NEVADA CITY CA,3.91146E+14,7/22/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.2,71.5,0.119,0.1143,96.2,Adult
BR-95,YOU BET MINE OUTLET TO MAIN DRAIN TNNL NR GOLD RUN,3.91215E+14,8/26/1999,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,15,1.1,50,ND,0.0387,ND,Adult
BR-95,YOU BET MINE OUTLET TO MAIN DRAIN TNNL NR GOLD RUN,3.91215E+14,8/26/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,24,1.36,60.5,ND,0.0818,ND,Adult
BR-96,YOU BET MINE INLET TO MAIN DRAIN TNNL NR GOLD RUN,3.91223E+14,8/31/1999,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,30,1.2,61.6,ND,0.0488,ND,Adult
BR-96,YOU BET MINE INLET TO MAIN DRAIN TNNL NR GOLD RUN,3.91223E+14,8/26/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,24,1.44,55.9,ND,0.0547,ND,Adult
BR-97,WF WILCOX DR TUNNEL OUTLET NR CHICAGO PARK CA,3.91208E+14,9/25/2000,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,20,1.33,56.3,0.108,0.0756,70.3,Adult
BR-97,WF WILCOX DR TUNNEL OUTLET NR CHICAGO PARK CA,3.91208E+14,9/25/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,30,1.65,52.6,0.124,0.1123,90.8,Adult
BR-98,WF WILCOX DR TUNNEL INLET NR CHICAGO PARK CA,3.9121E+14,9/25/2000,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,17,1.26,55.9,0.052,0.0525,100.2,Adult
BR-98,WF WILCOX DR TUNNEL INLET NR CHICAGO PARK CA,3.9121E+14,9/25/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,30,1.73,55.5,0.086,0.0797,92.3,Adult
BR-99,YOU BET MINE SW DRAINAGE TUNNEL NR GOLD RUN CA,3.91144E+14,9/2/1999,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,1,18.65,83.5,ND,0.0238,ND,ND
BR-99,YOU BET MINE SW DRAINAGE TUNNEL NR GOLD RUN CA,3.91144E+14,9/2/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,1,4.86,63.2,0.247,0.1317,53.3,Immature
BR-99,YOU BET MINE SW DRAINAGE TUNNEL NR GOLD RUN CA,3.91144E+14,9/2/1999,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,19,0.9,54.3,ND,0.0969,ND,Adult
BR-99,YOU BET MINE SW DRAINAGE TUNNEL NR GOLD RUN CA,3.91144E+14,9/12/2000,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,30,1.79,52.8,ND,0.0647,ND,Adult
BR-99,YOU BET MINE SW DRAINAGE TUNNEL NR GOLD RUN CA,3.91144E+14,9/12/2000,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,30,1.74,52.6,ND,0.0929,ND,Adult
BR-99,YOU BET MINE SW DRAINAGE TUNNEL NR GOLD RUN CA,3.91144E+14,7/22/2002,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,7,0.43,50.8,0.14,0.0974,69.7,Adult
BR-99,YOU BET MINE SW DRAINAGE TUNNEL NR GOLD RUN CA,3.91144E+14,9/12/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,18,1.04,72.9,ND,0.2022,ND,Adult
BR-99,YOU BET MINE SW DRAINAGE TUNNEL NR GOLD RUN CA,3.91144E+14,10/17/2001,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.54,59.8,0.238,0.1717,72,Adult
BR-99,YOU BET MINE SW DRAINAGE TUNNEL NR GOLD RUN CA,3.91144E+14,7/22/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,20,1.16,62.9,0.195,0.1376,70.7,Adult
DC-01,DEER C US SCOTTS FLAT RES A SAWMILL NR NEVADA CITY,3.91745E+14,10/5/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,4,3.02,79.1,0.028,0.0263,94.7,Immature
DC-01,DEER C US SCOTTS FLAT RES A SAWMILL NR NEVADA CITY,3.91745E+14,10/5/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,9,1.5,74.3,ND,0.0396,ND,Immature
DC-01,DEER C US SCOTTS FLAT RES A SAWMILL NR NEVADA CITY,3.91745E+14,10/5/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,19,0.81,62.3,ND,0.0558,ND,Adult
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/5/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,3.15,79.3,ND,0.065,ND,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/5/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,7,3.05,80,0.074,0.0696,94.6,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/6/2000,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,2.21,76.6,ND,0.0704,ND,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/6/2000,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,5,1.63,81.1,ND,0.0616,ND,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/18/2001,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,2,3,70.2,0.095,0.0554,58.3,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/6/2000,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,3,1.22,82.1,ND,0.0625,ND,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/6/2000,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,1,1.06,76.2,ND,0.0802,ND,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/6/2000,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,6,1.6,77.8,ND,0.1059,ND,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/18/2001,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,6,2.4,82.7,0.056,0.0547,98.1,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/5/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,2.62,70,ND,0.0738,ND,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/6/2000,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,2.63,74.8,ND,0.0499,ND,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/18/2001,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,1.99,70.5,0.07,0.0569,81.8,Immature
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/5/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.16,61.4,ND,0.078,ND,Adult
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/6/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,30,1.53,65.1,ND,0.0799,ND,Adult
DC-04,DEER C NR WILLOW VALLEY RD NR NEVADA CITY CA,3.91602E+14,10/18/2001,Environmental,NP,Water striders,Hemiptera,Gerridae,18,0.81,67.5,0.077,0.0744,97,Adult
DC-05,DEER C BL DEER C FALLS NR ROUGH AND READY CA,3.9144E+14,8/24/2000,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,2.33,79.8,0.142,0.146,102.8,Immature
DC-05,DEER C BL DEER C FALLS NR ROUGH AND READY CA,3.9144E+14,8/24/2000,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,6,1.45,71.2,ND,0.1443,ND,Immature
DC-05,DEER C BL DEER C FALLS NR ROUGH AND READY CA,3.9144E+14,8/24/2000,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,12,1.92,69.9,ND,0.1746,ND,Immature
DC-05,DEER C BL DEER C FALLS NR ROUGH AND READY CA,3.9144E+14,8/24/2000,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,12,1.28,71,ND,0.1192,ND,Immature
DC-05,DEER C BL DEER C FALLS NR ROUGH AND READY CA,3.9144E+14,8/24/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.32,57.9,ND,0.2147,ND,Adult
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,8/23/2000,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,2,0.46,73.8,ND,0.1195,ND,Immature
