Station Map ID,USGS Station Name,USGS Station Number,Date,Sample Type,Data References,Common name,Order ,Family,Sample Size,Total Sample Weight (g),Moisture (percent),"Total mercury, Wet (micrograms/g)","Methylmercury, Wet (micrograms/g)",MeHg/THg (percent),Age
BR-32,GREENHORN C ABV SAILOR FLAT DRAIN NR NEVADA CITY,3.91542E+14,9/29/1999,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,3,1.4,76.6,ND,0.033,ND,Immature
BR-32,GREENHORN C ABV SAILOR FLAT DRAIN NR NEVADA CITY,3.91542E+14,9/29/1999,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,10,2.01,74.3,ND,0.026,ND,Immature
BR-32,GREENHORN C ABV SAILOR FLAT DRAIN NR NEVADA CITY,3.91542E+14,9/29/1999,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,10,2.36,72.4,ND,0.045,ND,Immature
BR-32,GREENHORN C ABV SAILOR FLAT DRAIN NR NEVADA CITY,3.91542E+14,9/29/1999,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,24,1.31,59,ND,0.08,ND,Adult
BR-33,GREENHORN C BLW BUCKEYE DRAIN NR NEVADA CITY CA,3.91411E+14,9/29/1999,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.53,61.2,ND,0.089,ND,Adult
BR-36,GREENHORN C AB SF GREENHORN C NR NEVADA CITY CA,3.91401E+14,9/14/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,25,0.95,79.8,0.13,0.084,65,Immature
BR-38,GREENHORN C BL SF GREENHORN C NR NEVADA CITY CA,3.91347E+14,9/14/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,1,1.27,86.4,0.021,0.014,65,Immature
BR-38,GREENHORN C BL SF GREENHORN C NR NEVADA CITY CA,3.91347E+14,9/14/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,11,0.9,78,0.15,0.094,64,Immature
BR-39,GREENHORN C .2 MI BL THE NARROWS,3.91329E+14,10/17/2001,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,1,0.73,63.4,0.1,0.067,64,Immature
BR-39,GREENHORN C .2 MI BL THE NARROWS,3.91329E+14,10/17/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,1,1.21,82.2,0.058,0.056,97,Immature
BR-39,GREENHORN C .2 MI BL THE NARROWS,3.91329E+14,10/17/2001,Environmental,https://doi.org/10.3133/sir20045251,Darner Dragonflies,Odonata,Aeshnidae,4,1.4,84.6,0.1,0.1,108,Immature
BR-39,GREENHORN C .2 MI BL THE NARROWS,3.91329E+14,10/17/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.39,59,0.1,0.091,90,Adult
BR-40,GREENHORN C A YOU BET RD BRDG NR NEVADA CITY CA,3.91116E+14,8/31/1999,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,13,1.21,73,ND,0.047,ND,Immature
BR-40,GREENHORN C A YOU BET RD BRDG NR NEVADA CITY CA,3.91116E+14,8/31/1999,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,23,1.54,53.2,ND,0.11,ND,Adult
BR-42,MISSOURI CYN C TRIB NR CHICAGO PARK CA,3.91253E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,20,1.45,55,ND,0.1,ND,Adult
BR-42,MISSOURI CYN C TRIB NR CHICAGO PARK CA,3.91253E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,30,1.86,57.1,ND,0.34,ND,Adult
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,43.67,87.6,ND,0.036,ND,ND
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,26.56,82.9,ND,0.02,ND,ND
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,3,0.84,82.6,ND,0.39,ND,Immature
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,1,0.92,82.6,ND,0.36,ND,Immature
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Clubtail Dragonflies,Odonata,Gomphidae,12,2.88,80.7,0.37,0.34,92,Immature
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Darner Dragonflies,Odonata,Aeshnidae,3,1.69,82,0.32,0.29,93,Immature
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,2,2.42,83.7,0.28,0.26,94,Immature
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,20,1.32,55.2,ND,0.21,ND,Adult
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,20,1.31,55,ND,0.14,ND,Adult
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,25,1.8,56,0.23,0.17,73,Adult
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,30,1.78,55.9,ND,0.27,ND,Adult
BR-43,NF MF MISSOURI CYN NR CHICAGO PARK CA,3.91258E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.65,60.6,0.3,0.17,58,Adult
BR-44,MISSOURI CYN C 1.6 MI AB GREENHORN C NR CHICAGO PK,3.91254E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,35.94,87.6,ND,0.024,ND,ND
BR-44,MISSOURI CYN C 1.6 MI AB GREENHORN C NR CHICAGO PK,3.91254E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,20,1.34,58.4,ND,0.11,ND,Adult
BR-44,MISSOURI CYN C 1.6 MI AB GREENHORN C NR CHICAGO PK,3.91254E+14,9/25/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,30,1.85,56.6,ND,0.2,ND,Adult
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/31/1999,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,2,36.87,82.2,ND,0.0014,ND,ND
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,105.94,79.5,ND,0.0031,ND,ND
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,39.53,80.3,ND,0.0035,ND,ND
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/31/1999,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,1,1.43,70.5,ND,0.18,ND,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,1,4.13,67.2,ND,0.2,ND,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,1,3.95,70,ND,0.19,ND,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,1,4.98,68,0.14,0.078,56,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/31/1999,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,7,2.97,81.6,ND,0.12,ND,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,6,3.99,85.1,ND,0.084,ND,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Clubtail Dragonflies,Odonata,Gomphidae,14,3.29,79,0.12,0.1,81,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,5,5.15,85.1,0.074,0.074,100,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/31/1999,Environmental,https://doi.org/10.3133/sir20045251,Giant water bugs,Hemiptera,Belostomatidae,1,3.27,66.4,0.33,0.34,102,Adult
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Giant water bugs,Hemiptera,Belostomatidae,1,3.95,63.9,ND,0.47,ND,Adult
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,10,0.44,75.1,ND,0.14,ND,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,16,0.39,72.7,0.23,0.19,84,Immature
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/31/1999,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,21,1.13,61.8,ND,0.1,ND,Adult
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,22,1.25,65.8,ND,0.3,ND,Adult
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.47,64.5,ND,0.12,ND,Adult
BR-45,MISSOURI CYN C 1.2 MI AB GREENHORN C NR CHICAGO PK,3.91259E+14,9/15/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.5,62.4,0.1,0.069,72,Adult
BR-46,COON HOLLOW C DR TUNNEL OUTLET NR DUTCH FLAT CA,3.91239E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Darner Dragonflies,Odonata,Aeshnidae,6,0.92,83.5,ND,0.085,ND,Immature
BR-46,COON HOLLOW C DR TUNNEL OUTLET NR DUTCH FLAT CA,3.91239E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Darner Dragonflies,Odonata,Aeshnidae,6,1.2,85.1,ND,0.031,ND,Immature
BR-46,COON HOLLOW C DR TUNNEL OUTLET NR DUTCH FLAT CA,3.91239E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,23,1.54,53.6,ND,0.11,ND,Adult
BR-46,COON HOLLOW C DR TUNNEL OUTLET NR DUTCH FLAT CA,3.91239E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,30,1.84,57.2,ND,0.15,ND,Adult
BR-46,COON HOLLOW C DR TUNNEL OUTLET NR DUTCH FLAT CA,3.91239E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,30,1.8,58.6,ND,0.14,ND,Adult
BR-48,POORE MINE UPPER POND NR GRASS VALLEY CA,3.91351E+14,5/15/2002,Environmental,NP,Skimmer Dragonflies,Odonata,Libellulidae,3,0.62,80.6,0.036,0.0444,121.8,Immature
BR-48,POORE MINE UPPER POND NR GRASS VALLEY CA,3.91351E+14,5/15/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.53,67.2,0.054,0.0479,88,Adult
BR-49,POORE MINE LOWER POND NR GRASS VALLEY CA,3.91351E+14,5/15/2002,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,40,1.3,60.5,0.114,0.1003,87.9,Adult
BR-49,POORE MINE LOWER POND NR GRASS VALLEY CA,3.91351E+14,5/15/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,18,1.2,64.8,0.037,0.0408,111.5,Adult
BR-05,BEAR R A DOG BAR RD NR WEIMAR CA,3.90346E+14,9/20/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,8,1.2,78.3,ND,0.0417,ND,Immature
BR-05,BEAR R A DOG BAR RD NR WEIMAR CA,3.90346E+14,9/20/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,5,1.07,74.7,ND,0.042,ND,Immature
BR-05,BEAR R A DOG BAR RD NR WEIMAR CA,3.90346E+14,10/6/2000,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,9,2.37,76.5,ND,0.0623,ND,Immature
BR-05,BEAR R A DOG BAR RD NR WEIMAR CA,3.90346E+14,10/6/2000,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,8,1.11,73.6,ND,0.0634,ND,Immature
BR-05,BEAR R A DOG BAR RD NR WEIMAR CA,3.90346E+14,10/17/2001,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,5,1.5,76,0.24,0.2244,93.5,Immature
BR-05,BEAR R A DOG BAR RD NR WEIMAR CA,3.90346E+14,9/20/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,20,1.11,64.4,ND,0.1061,ND,Adult
BR-05,BEAR R A DOG BAR RD NR WEIMAR CA,3.90346E+14,10/6/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,30,1.57,64.9,ND,0.1281,ND,Adult
BR-05,BEAR R A DOG BAR RD NR WEIMAR CA,3.90346E+14,10/17/2001,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.14,65,0.165,0.1645,100,Adult
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,7/22/2002,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,3,54.49,85.3,0.02,0.0081,40,ND
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,7/22/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,2,2.19,82.4,0.042,0.0417,100,Immature
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,7/22/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,2,1.89,81.5,0.028,0.0289,102.6,Immature
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,7/22/2002,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,5,0.49,69.5,0.096,0.0735,76.3,Immature
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,7/22/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,11,0.72,54.4,0.074,0.0689,93.2,Adult
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,8/13/1999,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,53.86,83.6,ND,0.001,ND,ND
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,50.97,85.6,ND,0.0072,ND,ND
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,10/17/2001,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,50.35,85.5,ND,0.01,ND,ND
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,10/17/2001,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,1,2.27,76.9,0.06,0.039,65,Immature
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,8/13/1999,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,9,1.27,81.4,ND,0.022,ND,Immature
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,2,1.86,82.6,ND,0.037,ND,Immature
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,10/17/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,5,4.63,81.4,0.036,0.027,75,Immature
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,8/13/1999,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,7,1.08,71.4,ND,0.044,ND,Immature
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,10/17/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,6,0.52,70.1,0.043,0.036,84,Immature
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,22,1.21,66.2,ND,0.16,ND,Adult
BR-52,POORE MINE TUNNEL EFFLUENT NR GRASS VALLEY CA,3.91347E+14,10/17/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.5,59.6,0.13,0.12,92,Adult
BR-53,POORE MINE SEEP ABV GRND SLUICE NR GRASS VALLEY CA,3.91352E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,50.19,84.2,ND,0.017,ND,ND
BR-53,POORE MINE SEEP ABV GRND SLUICE NR GRASS VALLEY CA,3.91352E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous diving beetles,Coleoptera,Dytiscidae,20,1.45,54.5,ND,0.034,ND,Adult
BR-53,POORE MINE SEEP ABV GRND SLUICE NR GRASS VALLEY CA,3.91352E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,20,1.16,57.6,ND,0.13,ND,Adult
BR-56,POORE MINE C AB TUNNEL NR GRASS VALLEY CA,3.91346E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,28.83,84.1,ND,0.006,ND,ND
BR-56,POORE MINE C AB TUNNEL NR GRASS VALLEY CA,3.91346E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Clubtail Dragonflies,Odonata,Gomphidae,5,1.28,78.5,ND,0.049,ND,Immature
BR-56,POORE MINE C AB TUNNEL NR GRASS VALLEY CA,3.91346E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.68,53.8,ND,0.11,ND,Adult
BR-56,POORE MINE C AB TUNNEL NR GRASS VALLEY CA,3.91346E+14,9/26/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.52,53.8,ND,0.11,ND,Adult
BR-06,BEAR R BL WOLF C NR LUCAS HILL CA,3.90107E+14,8/24/2000,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,5.32,69.8,ND,0.1495,ND,Immature
BR-06,BEAR R BL WOLF C NR LUCAS HILL CA,3.90107E+14,8/24/2000,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,1.98,76.2,ND,0.1176,ND,Immature
BR-06,BEAR R BL WOLF C NR LUCAS HILL CA,3.90107E+14,10/18/2001,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,4.28,69.8,0.248,0.1724,69.5,Immature
BR-06,BEAR R BL WOLF C NR LUCAS HILL CA,3.90107E+14,10/18/2001,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,1.88,78.1,0.165,0.1445,87.8,Immature
BR-06,BEAR R BL WOLF C NR LUCAS HILL CA,3.90107E+14,10/18/2001,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,0.82,79.5,0.123,0.1244,101.2,Immature
BR-06,BEAR R BL WOLF C NR LUCAS HILL CA,3.90107E+14,10/18/2001,Environmental,NP,Skimmer Dragonflies,Odonata,Libellulidae,7,1.14,84.3,0.081,0.0835,103.5,Immature
BR-06,BEAR R BL WOLF C NR LUCAS HILL CA,3.90107E+14,8/24/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,23,1.2,56.3,0.243,0.2679,110.3,Adult
BR-61,SF GREENHORN C .7 MI AB GREENHORN C NR NEVADA CITY,3.91401E+14,8/22/2000,Environmental,https://doi.org/10.3133/sir20045251,Banana slugs,Gastropoda,Ariolimacidae,3,70.67,86.8,ND,0.0043,ND,ND
BR-61,SF GREENHORN C .7 MI AB GREENHORN C NR NEVADA CITY,3.91401E+14,8/22/2000,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,3,1.65,75.3,ND,0.068,ND,Immature
BR-61,SF GREENHORN C .7 MI AB GREENHORN C NR NEVADA CITY,3.91401E+14,8/22/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,10,2.52,71.7,ND,0.14,ND,Immature
BR-61,SF GREENHORN C .7 MI AB GREENHORN C NR NEVADA CITY,3.91401E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,6,1.31,70.4,0.23,0.17,73,Immature
BR-61,SF GREENHORN C .7 MI AB GREENHORN C NR NEVADA CITY,3.91401E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,12,1.05,75,0.15,0.12,81,Immature
BR-61,SF GREENHORN C .7 MI AB GREENHORN C NR NEVADA CITY,3.91401E+14,8/22/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,36,2.28,58,ND,0.16,ND,Adult
BR-61,SF GREENHORN C .7 MI AB GREENHORN C NR NEVADA CITY,3.91401E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.52,62.4,0.25,0.17,69,Adult
BR-61,SF GREENHORN C .7 MI AB GREENHORN C NR NEVADA CITY,3.91401E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.53,59.7,0.25,0.21,84,Adult
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,7/22/2002,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,2,0.99,75,0.308,0.1698,55.2,Immature
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,7/22/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,1,0.72,81.7,0.28,0.2178,77.8,Immature
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,7/22/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,5,3.23,74.5,0.186,0.1571,84.3,Immature
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,7/22/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,1.29,70.3,0.374,0.3386,90.5,Immature
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,7/22/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.6,52.9,0.238,0.1686,70.9,Adult
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Dobsonflies,Megaloptera,Corydalidae,1,0.6,77.8,ND,0.21,ND,Immature
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Spiketail Dragonflies,Odonata,Cordulegastridae,1,0.92,72.8,0.35,0.33,95,Immature
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,9/28/1999,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,14,1.61,73.1,ND,0.2,ND,Immature
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,11,1.27,72.5,0.4,0.31,79,Immature
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Predaceous stonefly,Plecoptera,Perlidae,10,0.53,78.6,0.47,0.52,109,Immature
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,9/28/1999,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,20,1.22,57.1,ND,0.18,ND,Adult
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,8/21/2000,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,28,1.57,62.6,ND,0.22,ND,Adult
BR-62,SF GREENHORN C BLW BOSTON MINE NR NEVADA CITY CA,3.91351E+14,9/13/2001,Environmental,https://doi.org/10.3133/sir20045251,Water striders,Hemiptera,Gerridae,25,1.29,63.5,0.2,0.21,107,Adult
